id,answer_base,raw_output_base,parse_failed_base,fallback_used_base,gold_base,correct_base,strict_correct_base,group_id_base,question_type_base,image_meta_base,answer_lora,raw_output_lora,parse_failed_lora,fallback_used_lora,gold_lora,correct_lora,strict_correct_lora,group_id_lora,question_type_lora,image_meta_lora,transition,manual_error_category,review_note
train_5247.jpg,a,a,False,False,c,False,False,g_train_5247.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,c,False,False,g_train_5247.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_5282.jpg,b,b,False,False,c,False,False,g_train_5282.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,c,False,False,g_train_5282.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_5555.jpg,b,b,False,False,a,False,False,g_train_5555.jpg,text_other,"{""original_size"": [1440, 720], ""grid_thw"": [[1, 16, 32]], ""processed_hw"": [[256, 512]], ""visual_tokens"": 128}",b,b,False,False,a,False,False,g_train_5555.jpg,text_other,"{""original_size"": [1440, 720], ""grid_thw"": [[1, 16, 32]], ""processed_hw"": [[256, 512]], ""visual_tokens"": 128}",same_wrong,,
train_5585.jpg,b,b,False,False,b,True,True,g_train_5585.jpg,text_other,"{""original_size"": [1279, 720], ""grid_thw"": [[1, 18, 30]], ""processed_hw"": [[288, 480]], ""visual_tokens"": 135}",d,d,False,False,b,False,False,g_train_5585.jpg,text_other,"{""original_size"": [1279, 720], ""grid_thw"": [[1, 18, 30]], ""processed_hw"": [[288, 480]], ""visual_tokens"": 135}",loss,,
train_5609.jpg,a,a,False,False,b,False,False,g_train_5609.jpg,text_other,"{""original_size"": [1013, 720], ""grid_thw"": [[1, 20, 28]], ""processed_hw"": [[320, 448]], ""visual_tokens"": 140}",a,a,False,False,b,False,False,g_train_5609.jpg,text_other,"{""original_size"": [1013, 720], ""grid_thw"": [[1, 20, 28]], ""processed_hw"": [[320, 448]], ""visual_tokens"": 140}",same_wrong,,
train_5699.jpg,c,c,False,False,d,False,False,g_train_5699.jpg,price,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",c,c,False,False,d,False,False,g_train_5699.jpg,price,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_5839.jpg,c,c,False,False,b,False,False,g_train_5839.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",c,c,False,False,b,False,False,g_train_5839.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_5905.jpg,c,c,False,False,a,False,False,g_train_5905.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,a,False,False,g_train_5905.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_6130.jpg,a,a,False,False,c,False,False,g_train_6130.jpg,position,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,c,False,False,g_train_6130.jpg,position,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_6185.jpg,b,b,False,False,a,False,False,g_train_6185.jpg,text_other,"{""original_size"": [1280, 720], ""grid_thw"": [[1, 18, 32]], ""processed_hw"": [[288, 512]], ""visual_tokens"": 144}",b,b,False,False,a,False,False,g_train_6185.jpg,text_other,"{""original_size"": [1280, 720], ""grid_thw"": [[1, 18, 32]], ""processed_hw"": [[288, 512]], ""visual_tokens"": 144}",same_wrong,,
train_6211.jpg,c,c,False,False,b,False,False,g_train_6211.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,b,False,False,g_train_6211.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_6330.jpg,d,d,False,False,a,False,False,g_train_6330.jpg,number,"{""original_size"": [720, 1279], ""grid_thw"": [[1, 30, 18]], ""processed_hw"": [[480, 288]], ""visual_tokens"": 135}",d,d,False,False,a,False,False,g_train_6330.jpg,number,"{""original_size"": [720, 1279], ""grid_thw"": [[1, 30, 18]], ""processed_hw"": [[480, 288]], ""visual_tokens"": 135}",same_wrong,,
train_6454.jpg,a,a,False,False,c,False,False,g_train_6454.jpg,text_other,"{""original_size"": [1279, 720], ""grid_thw"": [[1, 18, 30]], ""processed_hw"": [[288, 480]], ""visual_tokens"": 135}",a,a,False,False,c,False,False,g_train_6454.jpg,text_other,"{""original_size"": [1279, 720], ""grid_thw"": [[1, 18, 30]], ""processed_hw"": [[288, 480]], ""visual_tokens"": 135}",same_wrong,,
train_6470.jpg,d,d,False,False,a,False,False,g_train_6470.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,a,False,False,g_train_6470.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_6474.jpg,b,b,False,False,c,False,False,g_train_6474.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,c,False,False,g_train_6474.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_6686.jpg,b,b,False,False,d,False,False,g_train_6686.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,d,False,False,g_train_6686.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
